events,legs,total_return,cagr,max_dd,sharpe,exposure,leg_winrate,leg_pf,event_winrate,event_pf,avg_event,worst_event,best_event,z_thr,aftershock_gap,aftershock_win,n_picks,hold_hours,target_risk
93,744,4.37014249844266,0.4491192282009169,-0.5553503985236359,1.1473334448382202,0.05850970128595515,0.6182795698924731,2.1874218363368247,0.6774193548387096,2.0124260405179903,0.021501790410452165,-0.2417136986813778,0.19966775199231296,2.0,48.0,96.0,8,24,0.1
93,744,0.8056273857035934,0.13929583820381297,-0.537596789120826,0.6862630133809612,0.08659435790321363,0.6021505376344086,1.6282560925220708,0.6344086021505376,1.4682472522922763,0.007862265433391583,-0.2221635542258053,0.1241951369663633,2.0,48.0,96.0,8,36,0.06
93,744,1.321911485244922,0.20431545069139423,-0.7363517050023218,0.6823743991988587,0.08659435790321363,0.6021505376344086,1.6282560925220708,0.6344086021505376,1.4653656105836497,0.01302313373995407,-0.3702725903763422,0.20699189494393883,2.0,48.0,96.0,8,36,0.1
110,330,1.453211081725493,0.21902466990874703,-0.4736239988693024,0.8559587598638998,0.03598661197372725,0.6121212121212121,1.9574148724292448,0.6363636363636364,1.6152929943060736,0.009480586283089258,-0.14289977212715282,0.13072010661041444,2.0,48.0,120.0,3,12,0.06
110,330,2.824213843976724,0.3445100871853657,-0.6703855144122439,0.8911530716644486,0.03598661197372725,0.6121212121212121,1.9574148724292448,0.6363636363636364,1.6552704815471948,0.01607287179364677,-0.23816628687858804,0.21786684435069076,2.0,48.0,120.0,3,12,0.1
110,330,1.1462058551069751,0.18358150217691516,-0.3578720403886131,0.754023119119687,0.06920502302639857,0.5666666666666667,1.9510717182331982,0.6363636363636364,1.5553102769226979,0.008082289770154086,-0.1738279347969481,0.12312258055699156,2.0,48.0,120.0,3,24,0.06
110,330,1.90538509186955,0.2653966443110294,-0.5433871104780342,0.7523303087277449,0.06920502302639857,0.5666666666666667,1.9510717182331982,0.6363636363636364,1.553432249992524,0.01342492656350449,-0.28971322466158017,0.2052043009283193,2.0,48.0,120.0,3,24,0.1
110,330,0.15320895994699835,0.03195979937160942,-0.6464559699892396,0.25269392632472,0.10242343407906988,0.5545454545454546,1.453103110271951,0.5545454545454546,1.1518013828719258,0.0029608875759752776,-0.22951926911269804,0.1744789944767776,2.0,48.0,120.0,3,36,0.06
110,330,0.056801996377423336,0.012267444662329874,-0.8355364581273175,0.2526939263247199,0.10242343407906988,0.5545454545454546,1.453103110271951,0.5545454545454546,1.1518013828719262,0.004934812626625462,-0.38253211518783015,0.29079832412796264,2.0,48.0,120.0,3,36,0.1
110,550,1.2964619576585341,0.2013897526987638,-0.4799420156066735,0.8180767476215764,0.03598661197372725,0.610909090909091,1.859946348250791,0.6363636363636364,1.58851012449766,0.00890096366595039,-0.17445558672682882,0.12931549154496058,2.0,48.0,120.0,5,12,0.06
110,550,2.5749918941342687,0.32466165346421905,-0.6718546824472615,0.8717507418817841,0.03598661197372725,0.610909090909091,1.859946348250791,0.6363636363636364,1.6392574102725206,0.015427343826530266,-0.2907593112113813,0.21552581924160097,2.0,48.0,120.0,5,12,0.1
110,550,1.462329412093402,0.220023190597872,-0.3613601209448397,0.872991235402237,0.06920502302639857,0.5963636363636363,1.9678129472116155,0.6545454545454545,1.6354836473508465,0.009413534046413072,-0.16478822916752978,0.13005423037005204,2.0,48.0,120.0,5,24,0.06
110,550,2.6802513859587873,0.33317221735950375,-0.5442388584295348,0.8718755024655259,0.06920502302639857,0.5963636363636363,1.9678129472116155,0.6545454545454545,1.6343421053414158,0.015659751731655028,-0.2746470486125497,0.2167570506167534,2.0,48.0,120.0,5,24,0.1
